COLL,COURSE,CRED,CREDagg,CRN,CRNagg,DELIVERY,PROFS,ROOM,TERM,TIMEBLOCK,TITLE
SC,CHEM 362L:21,0,0,46041,46041,In-Person,"Bertin, Erwan",NFSC3037,2ND,X7/Z7,CHEM 362 Lab
SC,CHEM 362L:22,0,0,46042,46042,In-Person,"Bertin, Erwan",NFSC3037,2ND,O7/W8,CHEM 362 Lab
SC,CHEM 391:00,0,0,51520,51520,In-Person,"Orlova, Galina",NFSC1072,FULL,K4/K5/K6,Chemistry Seminar I
SC,CHEM 421:10,3,3,46043,46043,In-Person,"Orlova, Galina",NFSC3046,1ST,A1/A2/A3,Physical Organic Chemistry
SC,CHEM 421L:10,0,0,46044,46044,In-Person,"Orlova, Galina",NFSC1096,1ST,U7/W7,CHEM 421 Lab
SC,CHEM 422:20,3,3,46045,46045,In-Person,"Hallett-Tapley, Geniece",NFSC3046,2ND,A1/A2/A3,Advanced Organic Chemistry
SC,CHEM 422L:20,0,0,46046,46046,In-Person,"Hallett-Tapley, Geniece",NFSC3066,2ND,U7/W7,CHEM 422 Lab
SC,CHEM 423:10,3,3,56259,56259,In-Person,"MacLean, Brian",NFSC3046,1ST,C1/C2/C3,Industrial Organic & Inorganic
SC,CHEM 434:20,3,3,58311,58311,In-Person,"Marangoni, Gerrard",CO265,2ND,C4/C5/C6,Colloids & Interfaces
SC,CHEM 434L:20,0,0,58312,58312,In-Person,"Marangoni, Gerrard",,2ND,TBA,CHEM 434 Lab
SC,CHEM 445:20,3,3,51047,51047,In-Person,"Hallett-Tapley, Geniece",NFSC3046,2ND,B4/B5/B6,Intro to Photochemistry
SC,CHEM 455:10,3,3,58313,58313,In-Person,"Foo, Alexander",NFSC3046,1ST,B4/B5/B6,Medicinal Chemistry
SC,CHEM 455L:10,0,0,58314,58314,In-Person,"Foo, Alexander",,1ST,TBA,CHEM 455 Lab
SC,CHEM 490:00,6,6,57618,57618,In-Person,"Orlova, Galina",,FULL,TBA,Honours Thesis
SC,CHEM 491:00,0,0,51521,51521,In-Person,"Foo, Alexander",NFSC1072,FULL,K4/K5/K6,Chemistry Seminar II
SC,CHEM 493:00,3,3,57939,57939,In-Person,"Orlova, Galina",,FULL,TBA,Honours Thesis
AR,CLAS 111:10,3,3,53569,53569,In-Person,"Carty, Edward (Ed)",AX23A,1ST,K4/K5/K6,Latin I
AR,CLAS 112:20,3,3,56329,56329,In-Person,"Carty, Edward (Ed)",CO265,2ND,K4/K5/K6,Latin II
AR,CLAS 198:10,3,3,58925,58925,In-Person,"Penner, Ken",BB305,1ST,K4/K5/K6,ST: Introductory Greek I
AR,CLAS 241:20,3,3,58706,58706,In-Person,"Parks, Sara",BB237,2ND,U7/U8,Greek and Roman Mythology
SC,CLEN 101:10,3,3,53708,53708,In-Person,"MacDougall, Andrew",MULH3034,1ST,L1/L2/L3,Intro to the Climate System
SC,CLEN 101L:11,0,0,53709,53709,In-Person,"MacDougall, Andrew; Schumacher, Matthew",NFSC1080,1ST,U7/W7,CLEN 101 Lab
SC,CLEN 101L:12,0,0,56997,56997,In-Person,"MacDougall, Andrew; Schumacher, Matthew",NFSC1080,1ST,O7/W8,CLEN 101 Lab
SC,CLEN 102:20,3,3,53710,53710,In-Person,"Kellman, Lisa",MULH3034,2ND,L1/L2/L3,Intro to Environmental Systems
SC,CLEN 102L:20,0,0,53711,53711,In-Person,"Kellman, Lisa",NFSC1080,2ND,U7/W7,CLEN 102 Lab
SC,CLEN 201:10,3,3,55712,55712,In-Person,"McMillan,",CO110,1ST,E6,Climate Change and People
SC,CLEN 202:20,3,3,58769,58769,In-Person,"Beltrami, Hugo",MULH4022,2ND,K1/K2/K3,Understanding Climate Change
SC,CLEN 202L:20,0,0,53687,53687,In-Person,"Beltrami, Hugo",NFSC2041,2ND,O8/X8,CLEN 202 Lab
SC,CLEN 301:10,3,3,55286,55286,In-Person,"Isnor, Richard",MULH3032,1ST,O7/O8,Intro to Science Policy
SC,CLEN 304:10,3,3,58436,58436,In-Person,"MacDougall, Andrew",NFSC1080,1ST,E5,Regional Weather & Climate
SC,CLEN 304L:10,0,0,58437,58437,In-Person,"MacDougall, Andrew",NFSC1080,1ST,X7/Z7,CLEN 304 Lab
SC,CLEN 401:10,3,3,56255,56255,In-Person,"MacDougall, Andrew",,1ST,TBA,Climate & Environment Issues
SC,CLEN 402:20,3,3,56758,56758,In-Person,"Beltrami, Hugo",,2ND,TBA,Climate/Environment Practicum
SC,CLEN 490:00,6,6,58056,58056,In-Person,"MacDougall, Andrew",,FULL,TBA,Honours Thesis
BU,COOP 130:10,0,0,58967,58967,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",SCHW205,C16,O8/X8,Professional Dev Workshop III
BU,COOP 401:10,0,0,58935,58935,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",,C1,TBA,Work Term I
BU,COOP 401:20,0,0,58936,58936,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",,C3,TBA,Work Term I
BU,COOP 402:10,0,0,58937,58937,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",,C1,TBA,Work Term II
BU,COOP 402:20,0,0,58938,58938,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",,C3,TBA,Work Term II
BU,COOP 403:10,0,0,58939,58939,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",,C1,TBA,Work Term III
BU,COOP 403:20,0,0,58940,58940,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",,C3,TBA,Work Term III
BU,COOP 404:10,0,0,58941,58941,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",,C1,TBA,Work Term IV
BU,COOP 404:20,0,0,58942,58942,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",,C3,TBA,Work Term IV
BU,COOP 405:10,3,3,58943,58943,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",SCHW190,C11,O8/X8,Co-op Debrief & Final Report
BU,COOP 405:20,3,3,58944,58944,In-Person,"MacDonald, Susan (Jane); McKenna, Sarah",SCHW190,C21,O8/X8,Co-op Debrief & Final Report
SC,CSCI 128:20,3,3,53821,53821,In-Person,"Naeem, Mohammad",MULH4024,2ND,Z4/Z5,Coding for Problem Solving
SC,CSCI 135:10,3,3,52908,52908,In-Person,"Cai, Hao",MULH4024,1ST,B4/B5/B6,Comp. Application Technology
SC,CSCI 161:11,3,3,44866,44866,In-Person,"Hughes, James",MULH2070,1ST,K4/K5/K6,Intro to Programming
SC,CSCI 161:12,3,3,55779,55779,In-Person,"Aljendi, Shadi",SCHW110,1ST,C1/C2/C3,Intro to Programming
SC,CSCI 161L:11,0,0,44918,44918,In-Person,"Hughes, James",MULH4024,1ST,A9/L8,CSCI 161 Lab
SC,CSCI 161L:12,0,0,54112,54112,In-Person,"Hughes, James",MULH4024,1ST,C9/K9,CSCI 161 Lab
SC,CSCI 161L:13,0,0,55793,55793,In-Person,"Aljendi, Shadi",MULH4024,1ST,A7/C4,CSCI 161 Lab
SC,CSCI 161L:14,0,0,55794,55794,In-Person,"Aljendi, Shadi",MULH4024,1ST,A5/K7,CSCI 161 Lab
SC,CSCI 162:10,3,3,55587,55587,In-Person,"Delamer, Jean-Alexis",MULH4024,1ST,L1/L2/L3,Programming & Data Structures
SC,CSCI 162:20,3,3,44768,44768,In-Person,"Hughes, James",MULH2032,2ND,K4/K5/K6,Programming & Data Structures
SC,CSCI 162L:21,0,0,44920,44920,In-Person,"Hughes, James",MULH4024,2ND,A9/L8,CSCI 162 Lab
SC,CSCI 162L:22,0,0,47895,47895,In-Person,"Hughes, James",MULH4024,2ND,C9/K9,CSCI 162 Lab
SC,CSCI 215:20,3,3,52099,52099,In-Person,"Aljendi, Shadi",MULH3034,2ND,E6,Social Issues: Information Age
SC,CSCI 223:10,3,3,53822,53822,In-Person,"King, Milton",MULH4024,1ST,B1/B2/B3,Introduction to Data Science
SC,CSCI 225:10,3,3,54569,54569,In-Person,"Naeem, Mohammad",MULH2034,1ST,A4/A5/A6,Coding in Health Analytics
SC,CSCI 255:10,3,3,46804,46804,In-Person,"Lin, Man",MULH3034,1ST,A1/A2/A3,Advanced Data Structures
SC,CSCI 255:20,3,3,55588,55588,In-Person,"Delamer, Jean-Alexis",MULH2030,2ND,C1/C2/C3,Advanced Data Structures
SC,CSCI 255L:10,0,0,56355,56355,In-Person,"Lin, Man",MULH4024,1ST,A8/L7,CSCI 255 Lab
SC,CSCI 255L:20,0,0,56354,56354,In-Person,"Delamer, Jean-Alexis",MULH4024,2ND,A8/L7,CSCI 255 Lab
SC,CSCI 263:20,3,3,49928,49928,In-Person,"King, Milton",MULH3030,2ND,L1/L2/L3,Computer Organization
SC,CSCI 263L:20,0,0,49929,49929,In-Person,"King, Milton",MULH4024,2ND,C8/K8,CSCI 263 Lab
SC,CSCI 275:20,3,3,52914,52914,In-Person,"Darwish, Tasneem",CO120,2ND,A1/A2/A3,Database Management Systems
SC,CSCI 277:10,3,3,52892,52892,In-Person,"Finbow, Stephen",MULH2030,1ST,B4/B5/B6,Discrete Structures
SC,CSCI 335:20,3,3,58733,58733,In-Person,"Wang, Ping",SCHW190,2ND,B4/B5/B6,Management Science
SC,CSCI 340:10,3,3,58449,58449,In-Person,"Hughes, James",MULH4024,1ST,K1/K2/K3,Evolutionary Computation
SC,CSCI 350:20,3,3,55591,55591,In-Person,"Levman, Jacob",MULH3024,2ND,K7/K8/K9,Biomedical Computation
SC,CSCI 355:20,3,3,56071,56071,In-Person,"Smith, Taylor",MULH3022,2ND,B4/B5/B6,Data Struct & Algorithm Analy
SC,CSCI 356:10,3,3,56357,56357,In-Person,"Smith, Taylor",BB236,1ST,C4/C5/C6,Theory of Computing
SC,CSCI 361:10,3,3,58444,58444,In-Person,"King, Milton",MULH4032,1ST,L4/L5/L6,Natural Language Processing
SC,CSCI 364:20,3,3,58450,58450,In-Person,"Lin, Man",IM202,2ND,L4/L5/L6,Mobile Application Development
SC,CSCI 368:10,3,3,52104,52104,In-Person,"Darwish, Tasneem",MULH3026,1ST,K4/K5/K6,Data Communications & Networks
SC,CSCI 368L:10,0,0,52105,52105,In-Person,"Darwish, Tasneem",MULH4024,1ST,B7/C7,CSCI 368 Lab
SC,CSCI 375:10,3,3,52106,52106,In-Person,"Gondra Luja, Iker",SCHW289,1ST,W1/W2,Operating Systems
SC,CSCI 375L:10,0,0,52107,52107,In-Person,"Gondra Luja, Iker",MULH4024,1ST,C8/K8,CSCI 375 Lab
SC,CSCI 444:10,3,3,58445,58445,In-Person,"Levman, Jacob",BB236,1ST,K4/K5/K6,Machine Learning
SC,CSCI 455:10,3,3,58451,58451,In-Person,"Aljendi, Shadi",MULH4022,1ST,S4/S5,Parallel Computing
SC,CSCI 455L:10,0,0,58452,58452,In-Person,"Aljendi, Shadi",MULH4024,1ST,R4,CSCI 455 Lab
SC,CSCI 483:10,3,3,58453,58453,In-Person,"Naeem, Mohammad",CO110,1ST,L7/L8/L9,Interactive Programming Java
SC,CSCI 485:20,3,3,52920,52920,In-Person,"Cai, Hao",MULH2032,2ND,A4/A5/A6,Software Design
SC,CSCI 487:20,3,3,58454,58454,In-Person,"Cai, Hao",MULH4032,2ND,K4/K5/K6,Org of Programming Languages
SC,CSCI 490:00,6,6,57617,57617,In-Person,"Gondra Luja, Iker",,FULL,TBA,Honours Thesis
SC,CSCI 491:00,0,0,51153,51153,In-Person,"Gondra Luja, Iker",MULH2070,FULL,A7,Senior Seminar
SC,CSCI 493:00,3,3,57934,57934,In-Person,"Gondra Luja, Iker",,FULL,TBA,Senior Thesis
SC,CSCI 495:20,3,3,53830,53830,In-Person,"Gondra Luja, Iker",CO265,2ND,W1/W2,Artificial Intelligence
AR,DEVS 101:10J,3,3,52775,52775,In-Person,"Langdon, Jonathan",MULH3034,1ST,Z7/Z8,Intro to Development Studies
AR,DEVS 101:20,3,3,56591,56591,In-Person,"Chattopadhyay, Sutapa",MULH2034,2ND,W7/W8,Intro to Development Studies
AR,DEVS 201:10,3,3,47680,47680,In-Person,"Burnett, Kim",MULH3026,1ST,U7/U8,International Dev:Global South
AR,DEVS 201:20,3,3,47681,47681,In-Person,"Chattopadhyay, Sutapa",CO110,2ND,W1/W2,International Dev:Global South
AR,DEVS 202:10,3,3,47682,47682,In-Person,"Burnett, Kim",MULH3024,1ST,X4/X5,International Dev: Canada
AR,DEVS 202:20,3,3,47683,47683,In-Person,"Burnett, Kim",MULH4032,2ND,U7/U8,International Dev: Canada
AR,DEVS 203:10,3,3,55713,55713,In-Person,"McMillan,",CO110,1ST,E6,Climate Change and People
AR,DEVS 211:10,3,3,57405,57405,In-Person,"Dodaro, Santo",MULH3026,1ST,X1/X2,Local/Community Econ Develop
AR,DEVS 257:10,3,3,58418,58418,In-Person,"Forestell, Nancy",CO110,1ST,W7/W8,Canada & Global South
AR,DEVS 302:10,3,3,58439,58439,In-Person,"Dodaro, Santo",MULH3022,1ST,U1/U2,Globalization & Development
AR,DEVS 303:20,3,3,58440,58440,In-Person,"Burnett, Kim",MULH4032,2ND,Z4/Z5,"Power, People, Planet, Profit"
AR,DEVS 305:10,3,3,58489,58489,In-Person,"Ozkok, Zeynep",IM202,1ST,Z7/Z8,Economic Development I
AR,DEVS 306:20,3,3,58491,58491,In-Person,"Ozkok, Zeynep",MULH4032,2ND,Z7/Z8,Economic Development II
AR,DEVS 311:10,3,3,57389,57389,In-Person,"Langdon, Jonathan",MULH3022,1ST,O7/W8,Issues - Development Practice
AR,DEVS 315:10,3,3,58441,58441,In-Person,"Chattopadhyay, Sutapa",IM201,1ST,W1/W2,Gender & Development
AR,DEVS 321:20,3,3,57427,57427,In-Person,"Alam, Rashedul",AX124,2ND,U4/U5,People and Development
AR,DEVS 352:10,3,3,55360,55360,In-Person,"SAD - TBA,",SCHW156,1ST,W1/W2,Social Entrepreneurship
AR,DEVS 355:20,3,3,58829,58829,In-Person,"EVS - TBA,",BB236,2ND,U7/U8,Global Issues
AR,DEVS 371:20,3,3,58575,58575,In-Person,"Allen, Nathan",MULH3026,2ND,X1/X2,Pol Economy of Development
AR,DEVS 401:20,3,3,57390,57390,In-Person,"Langdon, Jonathan",CO265,2ND,O7/W8,Theories of Development
AR,DEVS 405:10,3,3,57388,57388,In-Person,"Fanjoy, Martha; Sousa, José (Wellington)",CO242,1ST,X7/Z4,Community-Based Dev
AR,DEVS 412:10,3,3,58442,58442,In-Person,"Cameron, Sheena",,1ST,TBA,Dev. Studies Internship
AR,DEVS 490:00,6,6,58443,58443,In-Person,"Dodaro, Santo",,FULL,TBA,Thesis
AR,ECON 101:11,3,3,46070,46070,In-Person,"Rosborough, Jonathan",SCHW110,1ST,W4/W5,Introductory Microeconomics
AR,ECON 101:12,3,3,46071,46071,In-Person,"Rosborough, Jonathan",MULH2070,1ST,W1/W2,Introductory Microeconomics
AR,ECON 101:13,3,3,51295,51295,In-Person,"Withey, Patrick",BB237,1ST,Z1/Z2,Introductory Microeconomics
AR,ECON 101:14,3,3,55796,55796,In-Person,"Dodaro, Santo",MULH2030,1ST,X4/X5,Introductory Microeconomics
AR,ECON 102:21,3,3,46075,46075,In-Person,"Tkacz, Greg",SCHW110,2ND,W4/W5,Introductory Macroeconomics
AR,ECON 102:22,3,3,46076,46076,In-Person,"Tkacz, Greg",MULH2070,2ND,W1/W2,Introductory Macroeconomics
AR,ECON 102:23,3,3,51296,51296,In-Person,"Alessandrini, Diana",MULH2070,2ND,Z1/Z2,Introductory Macroeconomics
AR,ECON 102:24,3,3,55847,55847,In-Person,"Alessandrini, Diana",IM114,2ND,Z4/Z5,Introductory Macroeconomics
AR,ECON 201:11,3,3,46082,46082,In-Person,"Leo, Teng",MULH4030,1ST,U1/U2,Intermediate Microeconomics I
AR,ECON 201:12,3,3,49330,49330,In-Person,"Leo, Teng",MULH4034,1ST,U4/U5,Intermediate Microeconomics I
AR,ECON 201:21,3,3,49837,49837,In-Person,"Rosborough, Jonathan",CO120,2ND,W7/W8,Intermediate Microeconomics I
AR,ECON 201:22,3,3,57409,57409,In-Person,"Withey, Patrick",MULH3022,2ND,X4/X5,Intermediate Microeconomics I
AR,ECON 202:11,3,3,47690,47690,In-Person,"Ozkok, Zeynep",MULH4034,1ST,Z1/Z2,Intermediate Macroeconomics I
AR,ECON 202:12,3,3,57410,57410,In-Person,"Ozkok, Zeynep",KC1018A,1ST,Z4/Z5,Intermediate Macroeconomics I
AR,ECON 202:21,3,3,51741,51741,In-Person,"Dodaro, Santo",CO110,2ND,U1/U2,Intermediate Macroeconomics I
AR,ECON 202:22,3,3,51742,51742,In-Person,"Dodaro, Santo",MULH4030,2ND,U4/U5,Intermediate Macroeconomics I
AR,ECON 211:10,3,3,57404,57404,In-Person,"Dodaro, Santo",MULH3026,1ST,X1/X2,Local/Commun Development Econ
AR,ECON 241:10,3,3,51743,51743,In-Person,"Tkacz, Greg",MULH2032,1ST,W1/W2,Cdn Econ Prospects/Challenges
AR,ECON 242:20,3,3,54490,54490,In-Person,"Malloy, Brandon",MULH4030,2ND,U1/U2,Int'l Econ. Policy & Problems
AR,ECON 271:20,3,3,58499,58499,In-Person,"Ozkok, Zeynep",MULH4034,2ND,S4/S5,Quant Methods in Economics
AR,ECON 281:10,3,3,58498,58498,In-Person,"Withey, Patrick",MULH4030,1ST,U7/U8,Environmental Economics
AR,ECON 291:20,3,3,56371,56371,In-Person,"Malloy, Brandon",SCHW156,2ND,R4/R5,"Leisure, Recreation & Sports"
AR,ECON 301:20,3,3,57408,57408,In-Person,"Rosborough, Jonathan",MULH3034,2ND,W4/W5,Intermediate Microeconomics II
AR,ECON 302:20,3,3,46790,46790,In-Person,"Alessandrini, Diana",MULH2032,2ND,Z7/Z8,Intermediate Macroeconomics II
AR,ECON 305:10,3,3,58488,58488,In-Person,"Ozkok, Zeynep",IM202,1ST,Z7/Z8,Economic Development I
AR,ECON 306:20,3,3,58490,58490,In-Person,"Ozkok, Zeynep",MULH4032,2ND,Z7/Z8,Economic Development II
AR,ECON 335:10,3,3,53761,53761,In-Person,"Tkacz, Greg",MULH4034,1ST,W4/W5,Money &  Financial Markets I
AR,ECON 336:20,3,3,58487,58487,In-Person,"Tkacz, Greg",MULH4034,2ND,O1/O2,Money & Financial Markets II
AR,ECON 371:10,3,3,48406,48406,In-Person,"Leo, Teng",AX23A,1ST,U7/U8,Econometrics I
AR,ECON 391:10,3,3,57413,57413,In-Person,"Alessandrini, Diana",SCHW289,1ST,X4/X5,Public Finance I
AR,ECON 401:10,3,3,50402,50402,In-Person,"Rosborough, Jonathan",MULH4022,1ST,W7/W8,Advanced Microeconomics
AR,ECON 402:20,3,3,56365,56365,In-Person,"Malloy, Brandon",MULH4030,2ND,U7/U8,Advanced Macroeconomics
AR,ECON 471:20,3,3,58492,58492,In-Person,"Leo, Teng",SCHW190,2ND,W1/W2,Mathematical Economics
AR,ECON 472:20,3,3,58638,58638,In-Person,"Leo, Teng",MULH4022,2ND,W7/W8,Advanced Econometrics
AR,ECON 493:10,3,3,51294,51294,In-Person,"Alessandrini, Diana",MULH3022,1ST,X7/X8,Seminar
AR,ECON 494:00,3,3,46923,46923,In-Person,"Withey, Patrick",,FULL,TBA,Thesis
ED,EDUC 405A:P5,3,3,59034,59034,In-Person,"Jaskowiak, Kajetan (Kajtek)",Off-campus,OE2,TBA,Teaching Cooperative Games
ED,EDUC 406:20,3,3,56110,56110,In-Person,"DUC - TBA,",XH328,2ND,A8/A9/B9/L7,Classroom Management
ED,EDUC 407:20,3,3,56112,56112,In-Person,"Foran, Andrew",CO150,2ND,A1/B1/B2/C2,Outdoor Ed: Winter Pursuits
ED,EDUC 408:10,3,3,56714,56714,In-Person,"Oakes, Laurie",XH228B,1ST,B7/C7/C8/K8,Learning Disabilities
ED,EDUC 411:11,3,3,48657,48657,In-Person,"Fairbrother, Michael",XH126,1ST,A3/K1/L1/L2,C & I Language & Literacy I
ED,EDUC 412A:10,3,3,54907,54907,In-Person,"Husband, Marc",XH126,1ST,A2/B3/K4/L5,C & I in Early Elementary Math
ED,EDUC 412B:20,3,3,54909,54909,In-Person,"Husband, Marc","XH228B , MULH3032",2ND,A3/K1/L1/L2,C & I Upper Elementary Math
ED,EDUC 412B:47,3,3,59025,59025,In-Person,"Husband, Marc",Off-campus,OC5,TBA,C & I Upper Elementary Math
ED,EDUC 412B:58,3,3,59026,59026,In-Person,"Morris, Ann",Off-campus,OC5,TBA,C & I Upper Elementary Math
ED,EDUC 413:11,3,3,55748,55748,In-Person,"Sylliboy, Simon",CO150,1ST,A1/B1/B2/C2,C & I in Science
ED,EDUC 413:12,3,3,58905,58905,In-Person,"Sylliboy, Simon",CO150,1ST,A3/K1/L1/L2,C & I in Science
ED,EDUC 414:20,3,3,54917,54917,In-Person,"Fairbrother, Michael",XH126,2ND,A2/B3/K4/L5,C & I Elementary Lang Arts II
ED,EDUC 414:47,3,3,59014,59014,In-Person,"Fairbrother, Michael",Off-campus,OC1,TBA,C & I Elementary Lang Arts II
ED,EDUC 415:21,3,3,54073,54073,In-Person,"Tucker, Allison",CO150,2ND,A2/B3/K4/L5,Integration of Curriculum
ED,EDUC 415:22,3,3,58912,58912,In-Person,"Clarke, Carolyn",CO342,2ND,A2/B3/K4/L5,Integration of Curriculum
ED,EDUC 415:47,3,3,59018,59018,In-Person,"Astephen, Cynthia (Cindy)",Off-campus,OC2,TBA,Integration of Curriculum
ED,EDUC 415:58,3,3,59015,59015,In-Person,"Clarke, Carolyn",Off-campus,OC1,TBA,Integration of Curriculum
ED,EDUC 416:10,3,3,55746,55746,In-Person,"Ankomah, William",XH228B,1ST,A1/B1/B2/C2,C & I Elementary Soc Studies
ED,EDUC 416:20,3,3,58913,58913,In-Person,"Ankomah, William",CO150,2ND,A3/K1/L1/L2,C & I Elementary Soc Studies
ED,EDUC 416:47,3,3,59028,59028,In-Person,"Ankomah, William",Off-campus,OC6,TBA,C & I Elementary Soc Studies
ED,EDUC 418:10,3,3,58907,58907,In-Person,"Smith, Bryan",CO150,1ST,B7/C7/C8/K8,Elem Physical/Health Education
ED,EDUC 421A:10,3,3,56762,56762,In-Person,"Mitton, Jennifer",XH228A,1ST,A1/B1/B2/C2,C & I Secondary English I
ED,EDUC 421A:47,3,3,59036,59036,In-Person,"Fairbrother, Michael",Off-campus,OC1,TBA,C & I Secondary English I
ED,EDUC 421B:20,3,3,56763,56763,In-Person,"Mitton, Jennifer",XH228A,2ND,A1/B1/B2/C2,C & I Secondary English II
ED,EDUC 422A:10,3,3,49157,49157,In-Person,"Robinson, Ingrid",XH328,1ST,A3/K1/L1/L2,C & I Sec. Social Studies I
ED,EDUC 422B:20,3,3,47739,47739,In-Person,"Robinson, Ingrid",XH328,2ND,A3/K1/L1/L2,C & I Sec. Social Studies II
ED,EDUC 423A:10,3,3,56712,56712,In-Person,"Malcolm, Cheryl",XH228B,1ST,A2/B3/K4/L5,C & I Secondary Mathematics I
ED,EDUC 423A:47,3,3,59017,59017,In-Person,,Off-campus,OC2,TBA,C & I Secondary Mathematics I
ED,EDUC 423B:20,3,3,56721,56721,In-Person,"Malcolm, Cheryl",XH228B,2ND,A2/B3/K4/L5,C & I Secondary Mathematics II
ED,EDUC 425A:10,3,3,56719,56719,In-Person,"Smith, Bryan",XH126,1ST,A5/A6/B6/L4,C & I Secondary Phys Ed I
ED,EDUC 425B:20,3,3,56730,56730,In-Person,"Smith, Bryan",XH126,2ND,A5/A6/B6/L4,C & I Secondary Phys Ed II
ED,EDUC 427A:10,3,3,47743,47743,In-Person,"MacLeod, Katarin",XH124,1ST,A1/B1/B2/C2,C & I Secondary Science I
ED,EDUC 427B:20,3,3,47744,47744,In-Person,"MacLeod, Katarin",XH124,2ND,A1/B1/B2/C2,C & I Secondary Science II
ED,EDUC 428A:10,3,3,47745,47745,In-Person,"MacInnis, Ashley",XH228A,1ST,B7/C7/C8/K8,C & I Secondary French I
ED,EDUC 428B:20,3,3,47746,47746,In-Person,"MacInnis, Ashley",XH228A,2ND,B7/C7/C8/K8,C & I Secondary French II
ED,EDUC 432A:11,3,3,47748,47748,In-Person,"Hadley, Gregory (Greg)",XH228B,1ST,A4/B5/C1/K2,Principles & Practices Sec. I
ED,EDUC 432A:12,3,3,52247,52247,In-Person,"Smith, Bryan",XH328,1ST,A4/B5/C1/K2,Principles & Practices Sec. I
ED,EDUC 432B:21,3,3,47751,47751,In-Person,"Hadley, Gregory (Greg)",XH228B,2ND,A4/B5/C1/K2,Principles & Practices Sec. II
ED,EDUC 432B:22,3,3,52249,52249,In-Person,"Smith, Bryan",XH328,2ND,A4/B5/C1/K2,Principles & Practices Sec. II
ED,EDUC 433:11,3,3,47181,47181,In-Person,"Coelho, Carla",XH328,1ST,A5/B6/K7/L8,Sociology of Education
ED,EDUC 433:12,3,3,47182,47182,In-Person,"Mackey, Wendy",CO150,1ST,A5/B6/K7/L8,Sociology of Education
ED,EDUC 433:13,3,3,45210,45210,In-Person,"Kearns, Laura-Lee",CO342,1ST,A5/B6/K7/L8,Sociology of Education
ED,EDUC 434:21,3,3,46375,46375,In-Person,"Jutras, Michael (Mickey)",XH228B,2ND,A7/B8/C4/K5,Contemp Issues in Public Educ
ED,EDUC 434:22,3,3,46376,46376,In-Person,"Hadley, Gregory (Greg)",XH328,2ND,A7/B8/C4/K5,Contemp Issues in Public Educ
ED,EDUC 434:23,3,3,51312,51312,In-Person,"Smith, Bryan",XH126,2ND,A7/B8/C4/K5,Contemp Issues in Public Educ
ED,EDUC 434:47,3,3,59027,59027,In-Person,"McMullen, Jennifer",Off-campus,OC6,TBA,Contemp Issues in Public Educ
ED,EDUC 434:58,3,3,59029,59029,In-Person,"Patterson, Garnet",Off-campus,OC6,TBA,Contemp Issues in Public Educ
ED,EDUC 435:21,3,3,47197,47197,In-Person,"Carter, Ellen",XH328,2ND,A5/B6/K7/L8,Inclusive Practices I
ED,EDUC 435:22,3,3,47198,47198,In-Person,"Mackey, Wendy",CO150,2ND,A5/B6/K7/L8,Inclusive Practices I
ED,EDUC 435:23,3,3,45209,45209,In-Person,"Kearns, Laura-Lee",CO342,2ND,A5/B6/K7/L8,Inclusive Practices I
ED,EDUC 436:11,3,3,47183,47183,In-Person,"Gilham, Christopher",XH228B,1ST,A7/B8/C4/K5,Inclusive Practices II
ED,EDUC 436:12,3,3,47184,47184,In-Person,"Keith, Erin",XH126,1ST,A7/B8/C4/K5,Inclusive Practices II
ED,EDUC 436:13,3,3,47185,47185,In-Person,,XH328,1ST,A7/B8/C4/K5,Inclusive Practices II
ED,EDUC 436:47,3,3,59013,59013,In-Person,"Balignasay, Janet",Off-campus,OC1,TBA,Inclusive Practices II
ED,EDUC 436:48,3,3,59019,59019,In-Person,"Balignasay, Janet",Off-campus,OC2,TBA,Inclusive Practices II
ED,EDUC 437:10,3,3,44662,44662,In-Person,"Kennedy, Kathryn (Marie)",XH228B,1ST,A8/A9/B9/L7,School Counselling
ED,EDUC 438:11,3,3,48073,48073,In-Person,"Malcolm, Cheryl",XH228B,1ST,A5/B6/K7/L8,Assessment for & of Learning
ED,EDUC 438:12,3,3,50163,50163,In-Person,"Hadley, Gregory (Greg)",CO342,1ST,A2/B3/K4/L5,Assessment for & of Learning
ED,EDUC 438:47,3,3,59012,59012,In-Person,"Barclay, Alexandra (Ali)",Off-campus,OC1,TBA,Assessment for & of Learning
ED,EDUC 438:48,3,3,59037,59037,In-Person,"Tucker, Allison",Off-campus,OC3,TBA,Assessment for & of Learning
ED,EDUC 439A:10,3,3,47753,47753,In-Person,"Clarke, Carolyn",XH126,1ST,A4/B5/C1/K2,Principles & Practices Elem I
ED,EDUC 439B:20,3,3,47754,47754,In-Person,"Clarke, Carolyn",XH126,2ND,A1/B1/B2/C2,Principles & Practices Elem II
